kept_features
AATS0Z
AATS1Z
AATS1d
AATS1i
AATS1p
AATS1s
AATS2dv
AATS2i
AATS2s
AATS3i
AATS3s
AATS3v
AATS4Z
AATS4d
AATS4i
AATS4p
AATS4se
AATSC0d
AATSC0dv
AATSC0i
AATSC0p
AATSC0v
AATSC1m
AATSC2s
AATSC3m
AATSC3p
AATSC3s
AATSC3se
AATSC4Z
AATSC4d
AATSC4dv
AATSC4i
AATSC4pe
AATSC4v
AETA_alpha
AETA_beta_s
AETA_eta
AETA_eta_B
AETA_eta_F
AETA_eta_FL
ALERTS
ALOGP
AMES
AMID_C
AMID_N
AMID_O
AROM
ATS0m
ATS4pe
ATS8s
ATSC0i
ATSC0p
ATSC1d
ATSC1dv
ATSC1p
ATSC1s
ATSC1se
ATSC2Z
ATSC2dv
ATSC2i
ATSC2p
ATSC2se
ATSC3Z
ATSC3d
ATSC3dv
ATSC3i
ATSC3p
ATSC3pe
ATSC3s
ATSC4Z
ATSC4are
ATSC4d
ATSC4dv
ATSC4i
ATSC4p
ATSC5Z
ATSC5d
ATSC5dv
ATSC5i
ATSC5p
ATSC5pe
ATSC5s
ATSC6Z
ATSC6d
ATSC6dv
ATSC6i
ATSC6p
ATSC6pe
ATSC7Z
ATSC7d
ATSC7dv
ATSC7i
ATSC7p
ATSC7pe
ATSC8Z
ATSC8d
ATSC8dv
ATSC8i
ATSC8p
ATSC8pe
AXp-3dv
BBB_Martins
BCUTare-1l
BCUTd-1h
BCUTd-1l
BCUTdv-1h
BCUTdv-1l
BCUTi-1h
BCUTm-1h
BCUTm-1l
BCUTp-1h
BCUTs-1h
BCUTs-1l
BCUTv-1l
BIC0
BIC1
BIC2
BIC4
BalabanJ
Bioavailability_Ma
C1SP2
C1SP3
C2SP3
C3SP2
C3SP3
CYP1A2_Veith
CYP2C19_Veith
CYP2C9_Substrate_CarbonMangels
CYP2C9_Veith
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
CYP3A4_Veith
Caco2_Wang
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
Clearance_Microsome_AZ
ClinTox
DILI
EState_VSA1
EState_VSA10
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_beta_ns_d
ETA_dBeta
ETA_dEpsilon_B
ETA_dEpsilon_D
ETA_epsilon_3
ETA_epsilon_5
ETA_eta_B
ETA_psi_1
ETA_shape_x
ETA_shape_y
GATS1d
GATS1dv
GATS1i
GATS1m
GATS1p
GATS1s
GATS1se
GATS2are
GATS2d
GATS2dv
GATS2i
GATS2m
GATS2p
GATS2s
GATS3are
GATS3d
GATS3dv
GATS3i
GATS3m
GATS3p
GATS3s
GATS4d
GATS4dv
GATS4i
GATS4p
GATS4se
GGI4
GhoseFilter
HBA
HBD
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC0
IC1
IC3
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
LD50_Zhu
Lipophilicity_AstraZeneca
MATS1d
MATS1dv
MATS1i
MATS1s
MATS1se
MATS1v
MATS2d
MATS2s
MATS2se
MATS2v
MATS3d
MATS3dv
MATS3i
MATS3m
MATS3pe
MATS4m
MATS4s
MIC4
MID_N
MPC10
NR-AR
NR-AR-LBD
NR-AhR
NR-Aromatase
NR-ER
NR-ER-LBD
NR-PPAR-gamma
NaasC
NdO
NdssC
NssO
NssssC
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PPBR_AZ
PetitjeanIndex
Pgp_Broccatelli
ROTB
RotRatio
SM1_Dzi
SM1_Dzm
SMR_VSA4
SMR_VSA6
SMR_VSA9
SR-ARE
SR-ATAD5
SR-HSE
SR-MMP
SR-p53
SRW07
SaaN
SaasC
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA5
SlogP_VSA6
SlogP_VSA8
SpDiam_A
SpMAD_A
SpMAD_Dzi
SsCH3
SsOH
SssCH2
SssNH
SsssCH
SsssN
SssssC
TSRW10
VDss_Lombardo
VE1_A
VR1_A
VSA_EState1
VSA_EState2
VSA_EState3
VSA_EState4
VSA_EState5
VSA_EState7
VSA_EState8
VSA_EState9
Xc-3dv
Xc-4d
Xc-4dv
Xc-5d
Xc-6dv
Xch-5d
Xch-7dv
Xp-7dv
Xpc-6dv
ZMIC1
ZMIC5
fMF
hERG
n5ARing
n5Ring
n5aHRing
n6AHRing
n6ARing
n6HRing
n6Ring
nAHRing
nARing
nBase
nFARing
nFHRing
nHRing
nO
naHRing
piPC10
piPC5
stereo_centers
