kept_features
AATS0Z
AATS0i
AATS1are
AATS1d
AATS1i
AATS1p
AATS1s
AATS2Z
AATS2dv
AATS2s
AATS2v
AATS3i
AATS3s
AATS4d
AATS4i
AATS4m
AATS4p
AATSC0d
AATSC0dv
AATSC0i
AATSC0p
AATSC0s
AATSC0v
AATSC1d
AATSC1s
AATSC2s
AATSC3Z
AATSC3d
AATSC3p
AATSC3s
AATSC3se
AATSC4d
AATSC4dv
AATSC4i
AATSC4m
AATSC4p
AATSC4s
AETA_alpha
AETA_beta_s
AETA_eta
AETA_eta_F
AETA_eta_L
ALERTS
ALOGP
AMES
AMID_C
AMID_N
AMID_O
AROM
ATS0m
ATS3dv
ATS8s
ATSC0i
ATSC0p
ATSC0s
ATSC1are
ATSC1d
ATSC1dv
ATSC1p
ATSC2are
ATSC2d
ATSC2dv
ATSC2i
ATSC2m
ATSC2p
ATSC3Z
ATSC3d
ATSC3dv
ATSC3i
ATSC3p
ATSC3pe
ATSC3s
ATSC4Z
ATSC4d
ATSC4dv
ATSC4i
ATSC4p
ATSC4se
ATSC5Z
ATSC5d
ATSC5dv
ATSC5i
ATSC5p
ATSC5pe
ATSC5s
ATSC6Z
ATSC6d
ATSC6dv
ATSC6i
ATSC6p
ATSC6pe
ATSC7Z
ATSC7d
ATSC7dv
ATSC7i
ATSC7p
ATSC7se
ATSC8Z
ATSC8d
ATSC8dv
ATSC8i
ATSC8se
ATSC8v
AXp-1dv
BBB_Martins
BCUTare-1l
BCUTd-1h
BCUTd-1l
BCUTdv-1h
BCUTdv-1l
BCUTi-1h
BCUTm-1h
BCUTm-1l
BCUTp-1h
BCUTs-1h
BCUTs-1l
BCUTv-1l
BIC5
BalabanJ
Bioavailability_Ma
C1SP2
C1SP3
C2SP3
C3SP2
C3SP3
CIC3
CYP1A2_Veith
CYP2C19_Veith
CYP2C9_Substrate_CarbonMangels
CYP2C9_Veith
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
CYP3A4_Veith
Caco2_Wang
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
Clearance_Microsome_AZ
ClinTox
DILI
EState_VSA1
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_beta_ns_d
ETA_dBeta
ETA_dEpsilon_B
ETA_dEpsilon_D
ETA_epsilon_5
ETA_eta_B
ETA_psi_1
ETA_shape_p
ETA_shape_x
ETA_shape_y
GATS1d
GATS1dv
GATS1i
GATS1m
GATS1p
GATS1s
GATS1se
GATS2d
GATS2dv
GATS2m
GATS2p
GATS2s
GATS2se
GATS3d
GATS3dv
GATS3i
GATS3m
GATS3p
GATS3pe
GATS3s
GATS4Z
GATS4d
GATS4dv
GATS4i
GATS4p
GATS4se
GGI3
GhoseFilter
HBA
HBD
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC1
IC2
IC5
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
JGT10
Kier3
LD50_Zhu
Lipophilicity_AstraZeneca
MATS1dv
MATS1i
MATS1m
MATS1pe
MATS1s
MATS1v
MATS2Z
MATS2d
MATS2i
MATS2s
MATS2se
MATS2v
MATS3Z
MATS3dv
MATS3i
MATS3pe
MATS3s
MATS4m
MATS4s
MATS4v
MIC0
MIC5
MPC10
NR-AR
NR-AR-LBD
NR-AhR
NR-Aromatase
NR-ER
NR-ER-LBD
NR-PPAR-gamma
NaaN
NaasC
NdssC
NsOH
NssNH
NsssN
NssssC
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PetitjeanIndex
Pgp_Broccatelli
ROTB
Radius
RotRatio
SIC0
SIC1
SIC2
SM1_DzZ
SM1_Dzi
SMR_VSA4
SMR_VSA6
SMR_VSA9
SR-ARE
SR-ATAD5
SR-HSE
SR-MMP
SR-p53
SRW07
SaaCH
SaasC
SdO
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA5
SlogP_VSA8
Solubility_AqSolDB
SpDiam_A
SpMAD_A
SsCH3
SssCH2
SssO
SsssCH
SssssC
TSRW10
VDss_Lombardo
VE1_A
VR2_A
VSA_EState1
VSA_EState2
VSA_EState3
VSA_EState4
VSA_EState5
VSA_EState7
VSA_EState8
VSA_EState9
Xc-3dv
Xc-4d
Xc-4dv
Xc-5dv
Xc-6d
Xch-5dv
Xch-7d
Xp-7dv
ZMIC1
ZMIC5
fMF
hERG
n5ARing
n5Ring
n5aHRing
n6AHRing
n6ARing
n6HRing
n6Ring
nAHRing
nARing
nBase
nBondsD
nFARing
nFHRing
nH
nHRing
nN
nO
nRing
naHRing
piPC10
piPC5
stereo_centers
