kept_features
AATS0d
AATS0p
AATS1dv
AATS1i
AATS1m
AATS1s
AATS2i
AATS2s
AATS3i
AATS3se
AATS4i
AATS4m
AATS4s
AATS4v
AATSC0d
AATSC0i
AATSC0p
AATSC1m
AATSC1s
AATSC1v
AATSC2Z
AATSC2i
AATSC2p
AATSC2s
AATSC3Z
AATSC3s
AATSC4Z
AATSC4i
AATSC4s
AETA_alpha
AETA_beta_ns_d
AETA_beta_s
AETA_eta
AETA_eta_F
AETA_eta_L
ALERTS
ALOGP
AMES
AMID_C
AMID_N
AMID_O
ATS6i
ATSC0Z
ATSC0i
ATSC0p
ATSC0s
ATSC1d
ATSC1dv
ATSC1p
ATSC1se
ATSC2d
ATSC2dv
ATSC2se
ATSC2v
ATSC3d
ATSC3dv
ATSC3i
ATSC3p
ATSC3pe
ATSC4Z
ATSC4are
ATSC4d
ATSC4dv
ATSC4p
ATSC5Z
ATSC5are
ATSC5d
ATSC5dv
ATSC5i
ATSC5p
ATSC6Z
ATSC6d
ATSC6dv
ATSC6i
ATSC6p
ATSC6pe
ATSC7Z
ATSC7are
ATSC7d
ATSC7dv
ATSC7i
ATSC7v
ATSC8Z
ATSC8d
ATSC8dv
ATSC8i
ATSC8p
ATSC8se
AXp-3dv
BBB_Martins
BCUTZ-1l
BCUTare-1l
BCUTd-1h
BCUTd-1l
BCUTdv-1h
BCUTdv-1l
BCUTi-1h
BCUTi-1l
BCUTs-1h
BCUTv-1h
BCUTv-1l
BIC0
BIC2
BalabanJ
Bioavailability_Ma
C1SP2
C1SP3
C2SP3
C3SP2
C3SP3
CIC1
CIC5
CYP1A2_Veith
CYP2C19_Veith
CYP2C9_Substrate_CarbonMangels
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
CYP3A4_Veith
Caco2_Wang
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
Clearance_Microsome_AZ
ClinTox
DILI
EState_VSA1
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_dBeta
ETA_dEpsilon_D
ETA_dPsi_A
ETA_epsilon_3
ETA_epsilon_5
ETA_shape_x
ETA_shape_y
GATS1d
GATS1dv
GATS1i
GATS1m
GATS1p
GATS1s
GATS1se
GATS2are
GATS2d
GATS2dv
GATS2i
GATS2m
GATS2p
GATS2s
GATS3Z
GATS3are
GATS3d
GATS3dv
GATS3p
GATS3s
GATS4are
GATS4d
GATS4i
GATS4p
GGI1
GGI9
GhoseFilter
HBA
HBD
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC0
IC1
IC3
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
JGT10
LD50_Zhu
Lipophilicity_AstraZeneca
MATS1are
MATS1d
MATS1dv
MATS1i
MATS1s
MATS2se
MATS3d
MATS3i
MATS3m
MATS3s
MATS3se
MATS3v
MATS4d
MATS4dv
MATS4m
MATS4pe
MATS4v
MIC4
MPC10
NR-AR
NR-AR-LBD
NR-AhR
NR-Aromatase
NR-ER
NR-ER-LBD
NR-PPAR-gamma
NaaN
NdO
NdssC
NssCH2
NssNH
NssssC
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PetitjeanIndex
Pgp_Broccatelli
ROTB
Radius
RotRatio
SM1_Dzi
SM1_Dzm
SMR_VSA3
SMR_VSA4
SMR_VSA6
SMR_VSA9
SR-ARE
SR-ATAD5
SR-HSE
SR-MMP
SR-p53
SRW09
SaasC
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA5
SlogP_VSA8
Solubility_AqSolDB
SpDiam_A
SpMAD_A
SsCH3
SsOH
SssO
SsssCH
SsssN
SssssC
VDss_Lombardo
VE1_A
VR2_A
VSA_EState1
VSA_EState2
VSA_EState3
VSA_EState4
VSA_EState5
VSA_EState6
VSA_EState7
VSA_EState8
VSA_EState9
Xc-4d
Xc-4dv
Xc-5d
Xc-6dv
Xch-5d
Xch-7dv
Xpc-6dv
ZMIC1
ZMIC3
fMF
hERG
n5ARing
n5HRing
n5aRing
n6AHRing
n6ARing
n6HRing
n6Ring
nAHRing
nARing
nAromAtom
nBase
nFARing
nFHRing
nHRing
nO
naHRing
piPC10
stereo_centers
