threshold,accuracy_mean,accuracy_std
0.99,0.7334826973081732,0.013093710184771571
0.98,0.7311214359386174,0.01278076848633487
0.97,0.731264836971051,0.014195004706926946
0.96,0.7308428225105146,0.01580553659275989
0.95,0.7285740087465048,0.015637446559537426
0.94,0.7287642245132883,0.013325800371023712
0.9299999999999999,0.727674060836099,0.01394789953241386
0.9199999999999999,0.7273467408240005,0.012176175845660567
0.91,0.7263564146543177,0.013919739746987715
0.9,0.7250801739028829,0.010088712315019767
0.89,0.7200802195988221,0.012940736231769556
0.88,0.716203795127053,0.008845218997814886
0.87,0.7226299823821385,0.01338542009316038
0.86,0.7190902484223856,0.014008983681572945
0.85,0.7179528262692887,0.011902462128561647
0.84,0.7156383796340827,0.009330971740716015
0.83,0.7195614132084753,0.011055117569878092
0.82,0.7179079921328965,0.00813186080274775
0.81,0.7112915891110279,0.006996678723705615
0.8,0.7135157462352684,0.01060921979614226
0.79,0.7095443610701263,0.01135234300627716
0.78,0.713091396183528,0.01136305550808022
0.77,0.7124305481205242,0.013817343746929335
0.76,0.7045391749586857,0.010386293294177132
0.75,0.7062358933142574,0.0069268292640315325
0.74,0.7090244897000408,0.012965927423516049
0.73,0.7115342064127868,0.01263774200300704
0.72,0.7117659163582284,0.010805462774831728
0.71,0.7078492683192659,0.011891992544758574
0.7,0.7053433353058118,0.011382997174356943
0.69,0.7077063997767017,0.01190028690983502
0.6799999999999999,0.7084542861412487,0.008512892444336763
0.6699999999999999,0.7054844007470418,0.010117626942677179
0.6599999999999999,0.7036848599194763,0.008736554793161322
0.6499999999999999,0.6985439289224968,0.010605518628551556
0.6399999999999999,0.7012694826619221,0.006586128010398319
0.63,0.6995292007814232,0.006213571463453501
0.62,0.6994314326201858,0.0058692120171633345
0.61,0.7024099785278182,0.008765876328440057
0.6,0.6973542827310476,0.005898196044845305
0.59,0.7007999434805434,0.007355303014968489
0.58,0.701707015047975,0.010104961557097529
0.5700000000000001,0.7018901959060442,0.007899342893079083
0.56,0.6945762387083352,0.008671367875157989
0.55,0.7011004603695925,0.013176151864962583
0.54,0.6983552500121131,0.009514103849030049
0.53,0.6972670669328813,0.008043723995702695
0.52,0.6960899537024606,0.01320252400543009
0.51,0.6951831483799638,0.008556193365880344
0.5,0.6943864666831097,0.011456338426481647
0.49,0.6976420004141337,0.01265473731292419
0.48,0.6916516311920784,0.007543671993813786
0.47,0.6916516311920784,0.007543671993813786
0.45999999999999996,0.6859482415315135,0.012760292252219673
0.44999999999999996,0.6874620452739504,0.012876814778575192
0.43999999999999995,0.6870253397578047,0.010216589371805014
0.42999999999999994,0.681035059284061,0.00892132943466786
0.41999999999999993,0.6811256150399612,0.010999603202428276
0.41000000000000003,0.6808359167589176,0.010849346868073439
0.4,0.6741704521598073,0.012470718915485457
0.39,0.675688039601536,0.018334810206948375
0.38,0.6788953104901222,0.017794035973770286
0.37,0.6782866864654709,0.014500462038288123
0.36,0.6810696960506284,0.014448508835673985
0.35,0.6696466888174898,0.012321466004163749
0.33999999999999997,0.6681416343367899,0.01298055038387536
0.32999999999999996,0.6651242242217406,0.011073969604870329
0.31999999999999995,0.664225635671111,0.012114986736665171
0.30999999999999994,0.6665832020896867,0.014157584635252964
0.29999999999999993,0.6637529340286217,0.015743834273937583
0.2899999999999999,0.6613940082502696,0.016528026591246626
0.28,0.6599813126268039,0.014824869993580077
0.27,0.6599813126268039,0.014824869993580077
0.26,0.6582317489946987,0.012448971021869972
0.25,0.6591807584823466,0.015294212838095782
0.24,0.6591807584823466,0.015294212838095782
0.22999999999999998,0.6626717858581038,0.008794049603231258
0.21999999999999997,0.664276145356441,0.008816897948091176
0.20999999999999996,0.6568544888726044,0.007792407292709683
0.19999999999999996,0.6476499026015604,0.005874752132773646
0.18999999999999995,0.646766476983201,0.007808800680737565
0.17999999999999994,0.6491796961461744,0.011879356165037307
0.16999999999999993,0.6522902919883652,0.012743951904519196
0.15999999999999992,0.6495143173119218,0.009697518750137992
0.15000000000000002,0.631091135565614,0.0059696806339515724
0.14,0.6086155890299081,0.00801314801644408
0.13,0.6081171773792111,0.007623198056641678
0.12,0.6085474973599265,0.014377474651387383
0.10999999999999999,0.6024042678572082,0.01786355395815501
0.09999999999999998,0.5977713852557784,0.015633167150264464
0.08999999999999997,0.586164132184832,0.01305559637496992
0.07999999999999996,0.586164132184832,0.01305559637496992
0.06999999999999995,0.595028893617852,0.011496005665584563
0.05999999999999994,0.5859951055494999,0.015374444769730482
0.04999999999999993,0.5859951055494999,0.015374444769730482
0.039999999999999925,0.5287998516732475,0.011503535798384529
0.030000000000000027,0.5287998516732475,0.011503535798384529
0.020000000000000018,0.5287998516732475,0.011503535798384529
0.01,0.5742065804644875,0.01913621568633022
