threshold,accuracy_mean,accuracy_std
0.99,0.8915789761748385,0.00570484242345158
0.98,0.8917330591964362,0.005992190264279381
0.97,0.8909618112072494,0.0055624680699062285
0.96,0.8906535261810256,0.005201044844035716
0.95,0.8898825161578952,0.006161352326774741
0.94,0.8898825161578952,0.007673795002322198
0.9299999999999999,0.8900367181625212,0.004799462165493505
0.9199999999999999,0.889728195170241,0.005609712082602735
0.91,0.888648543171802,0.006506088076227223
0.9,0.8900368371455496,0.004671086295069226
0.89,0.889420267093102,0.0040637833232741016
0.88,0.8871065231255413,0.004245120763035268
0.87,0.8888029831424845,0.004615970857901948
0.86,0.8883400201795215,0.0046488300462482765
0.85,0.8891113871517368,0.004324614832533014
0.84,0.8883401391625497,0.00407311244339033
0.83,0.889111506134765,0.004536246270332712
0.82,0.8883404961116346,0.003974326964132497
0.81,0.8867982380993176,0.0031762555474663208
0.8,0.8869524401039437,0.0022689459519211557
0.79,0.8869523211209154,0.002475174810119287
0.78,0.8871061661764565,0.0038129197275623776
0.77,0.8875692481224478,0.0033266650480031274
0.76,0.8855643840962525,0.002518467089109761
0.75,0.8852556231379156,0.0031519437011577355
0.74,0.8857182291517939,0.004046184828445223
0.73,0.8877227362289044,0.004401628248849985
0.72,0.8860262762119611,0.0035921731031226963
0.71,0.8851014211332895,0.004686253316229457
0.7,0.8849472191286635,0.004326840580419943
0.69,0.8866432032134937,0.0035779330697640454
0.6799999999999999,0.883867805096281,0.0023268515214219057
0.6699999999999999,0.8843305300931874,0.00301076965335491
0.6599999999999999,0.8849476950607766,0.0030556978087912905
0.6499999999999999,0.8834054370484594,0.004116542863198929
0.6399999999999999,0.883713603091655,0.002099993700211042
0.63,0.8847931361070657,0.0016019094588046842
0.62,0.8832508780947486,0.0027924813826017136
0.61,0.8840220071009071,0.0018755145854980784
0.6,0.8846388151194114,0.0016089546593055309
0.59,0.8826339510932162,0.0028691327730928492
0.58,0.882479273156477,0.004231114780149837
0.5700000000000001,0.8829418791703552,0.003996236787709508
0.56,0.8820165481595705,0.0037054113403084893
0.55,0.8817086200824313,0.0040445948172180045
0.54,0.8824798680716184,0.0037033019421855826
0.53,0.8826341890592726,0.0017838209877939024
0.52,0.8827879151317856,0.004005908014393085
0.51,0.8818628220870576,0.004718203363287408
0.5,0.8812457761024968,0.0046611186602365014
0.49,0.8821706311811683,0.005650929874625914
0.48,0.8829419981533834,0.004022154921945807
0.47,0.8829419981533834,0.004022154921945807
0.45999999999999996,0.8783154620824887,0.005086415799741038
0.44999999999999996,0.8776984160979279,0.00419927259293729
0.43999999999999995,0.8798578390778339,0.004099400332847882
0.42999999999999994,0.8773908449698735,0.003504312549227729
0.41999999999999993,0.876927644040854,0.003924739195841952
0.41000000000000003,0.8776986540639843,0.0043315208941258855
0.4,0.8752307080917976,0.0036188783869486444
0.39,0.8743049011489001,0.004312186475582478
0.38,0.8770804182491411,0.00594073223713977
0.37,0.8767722522059455,0.0049220338209405
0.36,0.8761556821534976,0.005222468639750103
0.35,0.8750760301550586,0.0051188205812213675
0.33999999999999997,0.8743050201319283,0.005253346128502911
0.32999999999999996,0.8730711661288634,0.006045985577525854
0.31999999999999995,0.870449613067192,0.006202923286339903
0.30999999999999994,0.8716833480872289,0.00671244967923261
0.29999999999999993,0.8713743491628353,0.007198869300268484
0.2899999999999999,0.8699867690872575,0.006941014300119328
0.28,0.8684457009052229,0.005957661541275361
0.27,0.8684457009052229,0.005957661541275361
0.26,0.8687533910163054,0.00568496167619064
0.25,0.8698326860656597,0.00502623993914669
0.24,0.8698326860656597,0.00502623993914669
0.22999999999999998,0.8702957680116509,0.005468769434717371
0.21999999999999997,0.8716839430023701,0.005225016752659314
0.20999999999999996,0.868290666019399,0.004250340513594732
0.19999999999999996,0.8650520669731669,0.004886514878518162
0.18999999999999995,0.8633558449222803,0.006605849416985397
0.17999999999999994,0.8622766688559544,0.006134338909557725
0.16999999999999993,0.861505658832824,0.007068416843641901
0.15999999999999992,0.8618141818251045,0.006996085024357803
0.15000000000000002,0.8565705997696489,0.005714000995696119
0.14,0.8487051077034371,0.0033302753116890966
0.13,0.8473169327127179,0.005438986858162812
0.12,0.8476248607898571,0.003259118648760166
0.10999999999999999,0.8437681449118098,0.007365439949366149
0.09999999999999998,0.8411465918501385,0.005498793919898739
0.08999999999999997,0.838217586643441,0.004160771681457655
0.07999999999999996,0.838217586643441,0.004160771681457655
0.06999999999999995,0.840067653749869,0.003927414181786221
0.05999999999999994,0.8232565416868937,0.008480617485460511
0.04999999999999993,0.8232565416868937,0.008480617485460511
0.039999999999999925,0.7950330534852508,0.008803495160075015
0.030000000000000027,0.7950330534852508,0.008803495160075015
0.020000000000000018,0.7950330534852508,0.008803495160075015
0.01,0.7501552728518804,0.010681604475498156
