kept_features
AATS3p
AATS4Z
AATS4i
AATS4s
AATSC1se
AATSC1v
AATSC2dv
AATSC2m
AATSC3d
AATSC3m
AATSC3s
AATSC4dv
AATSC4i
AATSC4m
AETA_alpha
AETA_beta_ns_d
AETA_beta_s
AETA_eta_B
ALERTS
AMES
AMID_O
ATS0m
ATSC1dv
ATSC1i
ATSC1s
ATSC2d
ATSC2i
ATSC2se
ATSC3are
ATSC3dv
ATSC3i
ATSC3v
ATSC4d
ATSC4se
ATSC4v
ATSC5d
ATSC5dv
ATSC5i
ATSC5m
ATSC5se
ATSC5v
ATSC6Z
ATSC6d
ATSC6dv
ATSC6i
ATSC6s
ATSC6v
ATSC7Z
ATSC7d
ATSC7dv
ATSC7i
ATSC7s
ATSC8d
ATSC8dv
ATSC8i
ATSC8m
ATSC8s
AXp-3dv
BBB_Martins
BCUTare-1l
BCUTd-1h
BCUTd-1l
BCUTdv-1l
BCUTi-1l
BCUTm-1l
BCUTs-1h
BCUTv-1l
BIC0
Bioavailability_Ma
C1SP2
C1SP3
C3SP2
CIC2
CIC5
CYP1A2_Veith
CYP2C9_Substrate_CarbonMangels
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
CYP3A4_Veith
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
ClinTox
DILI
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_epsilon_5
ETA_shape_y
FCSP3
GATS1dv
GATS1i
GATS1se
GATS2d
GATS2m
GATS2se
GATS3i
GATS3m
GATS3s
GATS4Z
GATS4d
GATS4p
GATS4se
GhoseFilter
HBD
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC2
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
LD50_Zhu
MATS1Z
MATS1d
MATS1s
MATS2v
MATS4s
NR-AR
NR-AhR
NR-ER
NR-PPAR-gamma
NaasC
NdssC
NsCH3
NssCH2
NsssCH
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PPBR_AZ
PSA
PetitjeanIndex
ROTB
RotRatio
SM1_Dzm
SMR_VSA1
SMR_VSA4
SMR_VSA5
SMR_VSA9
SR-ARE
SR-HSE
SR-p53
SRW09
SaasC
SdO
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA8
SpDiam_A
SpMAD_A
SssNH
SssO
SsssCH
SsssN
SssssC
VDss_Lombardo
VR2_A
VSA_EState1
VSA_EState3
VSA_EState4
VSA_EState5
VSA_EState6
VSA_EState7
VSA_EState9
WPath
Xc-4dv
Xc-5dv
Xch-7dv
Xp-7dv
ZMIC4
hERG
n5ARing
n6ARing
n6HRing
n6Ring
nAHRing
nBase
nFARing
nFHRing
nN
naHRing
piPC8
