threshold,accuracy_mean,accuracy_std
0.99,0.8904992051933712,0.0037599904756055024
0.98,0.8926583902072208,0.004968659465249527
0.97,0.8912698582674168,0.00427684868963915
0.96,0.8897279572041844,0.006179176681752902
0.95,0.8909616922242212,0.00575403558838511
0.94,0.8895739931656148,0.007721202623152205
0.9299999999999999,0.8903451221717734,0.005313110094544453
0.9199999999999999,0.8901910391501756,0.006027360015304555
0.91,0.8909619301902776,0.007049709980541588
0.9,0.890499562142456,0.005894374590429973
0.89,0.8883402581455782,0.004769173679392852
0.88,0.888494341167176,0.004996561088434948
0.87,0.8883400201795215,0.003579618031793829
0.86,0.8880320921023825,0.004861219860231064
0.85,0.8883403771286064,0.004536272354353047
0.84,0.8881864130900368,0.004922253279074599
0.83,0.8900369561285778,0.0031469680856080835
0.82,0.8884945791332324,0.004515849671334581
0.81,0.8871065231255415,0.0031522123174552684
0.8,0.8864901910391503,0.002488792777577988
0.79,0.8878777711147283,0.00232188840827303
0.78,0.8866437981286349,0.003131296598111477
0.77,0.8854101820916263,0.0018016757137007458
0.76,0.8851013021502613,0.003565962518436341
0.75,0.8855643840962525,0.0037352000097386267
0.74,0.8858723121733917,0.004038675398240478
0.73,0.8857179911857372,0.004169014405537778
0.72,0.8858724311564199,0.0027788312806097796
0.71,0.8852556231379156,0.0025701737184421277
0.7,0.8861805971996155,0.004176744024654288
0.69,0.8860265141780177,0.0041952996588779734
0.6799999999999999,0.8837132461425703,0.0036460879388128505
0.6699999999999999,0.8837133651255986,0.002570408884630111
0.6599999999999999,0.8827881530978422,0.00196529243650956
0.6499999999999999,0.8841764470715898,0.002597844344368337
0.6399999999999999,0.88247974908859,0.003227053086183323
0.63,0.8832513540268616,0.0014894158605710203
0.62,0.8829425930685246,0.003176297756138728
0.61,0.88294223611944,0.002113661091309089
0.6,0.8821708691472248,0.0028864990739113396
0.59,0.8818627031040294,0.0032251021230861143
0.58,0.8815541801117488,0.003991948689199438
0.5700000000000001,0.8818625841210009,0.0034087436864481983
0.56,0.8820164291765422,0.0038664532709385014
0.55,0.8812453001703837,0.004993759290382819
0.54,0.8835590441379442,0.0029047383492902487
0.53,0.8834049611163465,0.003187857988863601
0.52,0.8813998591240946,0.005788595831658887
0.51,0.8820170240916836,0.003131664631647041
0.5,0.8806289680839925,0.005356658540849653
0.49,0.8809372531102163,0.004753946368763818
0.48,0.8815541801117488,0.003583919748991417
0.47,0.8815541801117488,0.003583919748991417
0.45999999999999996,0.8784697830701429,0.004493140353298292
0.44999999999999996,0.8772362860161627,0.003098711579624313
0.43999999999999995,0.8780071770562647,0.0012554277252866473
0.42999999999999994,0.8761571099498369,0.002808414313998032
0.41999999999999993,0.8763105980562932,0.0032686945541434437
0.41000000000000003,0.8767735610192562,0.0028613006970674907
0.4,0.874613662107237,0.0034974078577214873
0.39,0.8730710471458352,0.004749553094152277
0.38,0.8750761491380871,0.004779174279716592
0.37,0.8764644431118345,0.0028910085164497
0.36,0.8767723711889737,0.005660386675202098
0.35,0.8741509371103305,0.0035932328942231717
0.33999999999999997,0.875385029079452,0.0037191190817449917
0.32999999999999996,0.8729174400563503,0.006128525581295501
0.31999999999999995,0.8713751820440333,0.004776807028539028
0.30999999999999994,0.8713744681458635,0.005619399412406768
0.29999999999999993,0.8716831101211723,0.00778328502587153
0.2899999999999999,0.8712208610563789,0.005400827542540707
0.28,0.8689077120039599,0.005504117175822064
0.27,0.8689077120039599,0.005504117175822064
0.26,0.8687535099993337,0.006682142294854967
0.25,0.8696787220270901,0.006254998199015503
0.24,0.8696787220270901,0.006254998199015503
0.22999999999999998,0.8706042910039311,0.005763431952803506
0.21999999999999997,0.8716835860532853,0.004474885535180331
0.20999999999999996,0.8682910229684838,0.0036997654764161394
0.19999999999999996,0.866286396908345,0.0050774681806746574
0.18999999999999995,0.8622761929238413,0.004722766133125115
0.17999999999999994,0.8627393938528607,0.007226173148528508
0.16999999999999993,0.8616598608374503,0.006864079252176221
0.15999999999999992,0.8610431718019742,0.006716291861105496
0.15000000000000002,0.8584213807742463,0.005248271734232741
0.14,0.8482427396556156,0.0037856829858679895
0.13,0.8470082907374092,0.00636251347237935
0.12,0.8480877047697917,0.00572540049494593
0.10999999999999999,0.8436139429071838,0.007846376862990204
0.09999999999999998,0.8439221089503792,0.006551795091381167
0.08999999999999997,0.8385258716696651,0.002590725440988418
0.07999999999999996,0.8385258716696651,0.002590725440988418
0.06999999999999995,0.8382165157961868,0.004449834443691949
0.05999999999999994,0.8223312106761093,0.0071771553008128765
0.04999999999999993,0.8223312106761093,0.0071771553008128765
0.039999999999999925,0.7944163644497749,0.007644298274747672
0.030000000000000027,0.7944163644497749,0.007644298274747672
0.020000000000000018,0.7944163644497749,0.007644298274747672
0.01,0.7498468688426284,0.010450970851593777
