kept_features
AATS1Z
AATS1p
AATS2i
AATS2s
AATS3dv
AATS3i
AATS4i
AATSC0d
AATSC0i
AATSC1se
AATSC2Z
AATSC2pe
AATSC3s
AATSC4dv
AATSC4p
AATSC4s
AETA_beta_ns_d
AETA_beta_s
AETA_eta_B
AETA_eta_L
ALERTS
AMES
AMID_C
AMID_O
ATS0m
ATS8se
ATSC1Z
ATSC1d
ATSC1dv
ATSC1i
ATSC1s
ATSC1v
ATSC2d
ATSC2dv
ATSC2v
ATSC3d
ATSC3dv
ATSC3m
ATSC3p
ATSC4Z
ATSC4d
ATSC4i
ATSC4se
ATSC4v
ATSC5d
ATSC5dv
ATSC5i
ATSC5m
ATSC5s
ATSC5v
ATSC6d
ATSC6dv
ATSC6i
ATSC6m
ATSC6s
ATSC6v
ATSC7Z
ATSC7d
ATSC7dv
ATSC7i
ATSC7s
ATSC7v
ATSC8d
ATSC8dv
ATSC8i
ATSC8m
ATSC8s
ATSC8v
AXp-2d
AXp-3dv
BBB_Martins
BCUTare-1l
BCUTd-1l
BCUTdv-1l
BCUTi-1l
BCUTm-1l
BCUTp-1l
BIC2
BIC5
Bioavailability_Ma
C1SP2
C3SP2
CIC1
CYP1A2_Veith
CYP2C9_Substrate_CarbonMangels
CYP2C9_Veith
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
Caco2_Wang
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
Clearance_Microsome_AZ
ClinTox
DILI
EState_VSA10
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_dAlpha_B
ETA_epsilon_5
ETA_shape_x
ETA_shape_y
GATS1are
GATS1d
GATS1p
GATS2Z
GATS2are
GATS2d
GATS2v
GATS3Z
GATS3d
GATS3dv
GATS3i
GATS3se
GATS4Z
GATS4are
GATS4d
GATS4i
GhoseFilter
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC2
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
LD50_Zhu
MATS1d
MATS1dv
MATS1s
MATS2i
MATS3are
MATS3v
MID_O
NR-AR
NR-AhR
NR-Aromatase
NR-ER
NR-ER-LBD
NR-PPAR-gamma
NaaN
NaasC
NdssC
NsCH3
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PPBR_AZ
PSA
PetitjeanIndex
ROTB
RotRatio
SM1_Dzm
SMR_VSA4
SMR_VSA5
SMR_VSA6
SMR_VSA9
SR-ARE
SR-ATAD5
SR-HSE
SR-p53
SRW09
SaasC
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA8
SpMAD_A
SsOH
SssCH2
SssNH
SssO
SsssCH
SsssN
SssssC
VDss_Lombardo
VR2_A
VSA_EState1
VSA_EState2
VSA_EState4
VSA_EState5
VSA_EState6
VSA_EState7
VSA_EState8
VSA_EState9
Xc-3d
Xc-4dv
Xc-6dv
Xch-5dv
Xp-7dv
ZMIC3
hERG
n5ARing
n5aHRing
n6ARing
n6HRing
n6Ring
nARing
nBase
nFARing
nFHRing
nN
piPC10
stereo_centers
