kept_features
AATS0s
AATS1i
AATS1p
AATS1s
AATS2Z
AATS2i
AATS3i
AATS3pe
AATS4i
AATS4m
AATS4v
AATSC0d
AATSC0i
AATSC0m
AATSC1d
AATSC1dv
AATSC1i
AATSC1s
AATSC2Z
AATSC3Z
AATSC3i
AATSC3s
AATSC4Z
AATSC4i
AATSC4p
AATSC4s
AETA_alpha
AETA_beta_ns_d
AETA_beta_s
AETA_eta_B
AETA_eta_F
ALERTS
ALOGP
AMES
AMID_C
AMID_N
AMID_O
ATS0Z
ATS4i
ATSC1d
ATSC1dv
ATSC1p
ATSC1se
ATSC2d
ATSC2dv
ATSC2i
ATSC2s
ATSC2v
ATSC3d
ATSC3dv
ATSC3p
ATSC3se
ATSC4Z
ATSC4d
ATSC4dv
ATSC4se
ATSC4v
ATSC5Z
ATSC5are
ATSC5d
ATSC5dv
ATSC5i
ATSC5v
ATSC6Z
ATSC6d
ATSC6dv
ATSC6i
ATSC6s
ATSC6v
ATSC7Z
ATSC7d
ATSC7dv
ATSC7i
ATSC7se
ATSC7v
ATSC8Z
ATSC8d
ATSC8dv
ATSC8i
ATSC8se
ATSC8v
AXp-3d
AXp-3dv
BBB_Martins
BCUTare-1l
BCUTd-1h
BCUTd-1l
BCUTdv-1l
BCUTi-1h
BCUTm-1l
BCUTp-1h
BCUTs-1h
BCUTs-1l
BCUTv-1l
BIC2
Bioavailability_Ma
C1SP2
C2SP3
C3SP2
C3SP3
CYP1A2_Veith
CYP2C9_Substrate_CarbonMangels
CYP2C9_Veith
CYP2D6_Substrate_CarbonMangels
CYP2D6_Veith
CYP3A4_Substrate_CarbonMangels
CYP3A4_Veith
Caco2_Wang
Carcinogens_Lagunin
Clearance_Hepatocyte_AZ
Clearance_Microsome_AZ
ClinTox
DILI
EState_VSA10
EState_VSA2
EState_VSA3
EState_VSA4
EState_VSA5
EState_VSA6
EState_VSA7
EState_VSA8
EState_VSA9
ETA_dBeta
ETA_dEpsilon_B
ETA_epsilon_5
ETA_shape_y
GATS1d
GATS1dv
GATS1i
GATS1m
GATS1se
GATS2Z
GATS2d
GATS2dv
GATS2i
GATS2s
GATS2se
GATS2v
GATS3d
GATS3dv
GATS3i
GATS3pe
GATS3s
GATS4are
GATS4d
GATS4i
GGI10
GhoseFilter
HBA
HBD
HIA_Hou
Half_Life_Obach
HydrationFreeEnergy_FreeSolv
IC2
JGI10
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
LD50_Zhu
MATS1are
MATS1m
MATS1s
MATS1v
MATS2s
MATS3d
MATS3m
MATS3pe
MATS3v
MATS4m
MATS4pe
MPC10
NR-AR
NR-AR-LBD
NR-AhR
NR-Aromatase
NR-ER
NR-ER-LBD
NR-PPAR-gamma
NaasC
NdssC
NsOH
NssO
NsssN
NssssC
PAMPA_NCATS
PEOE_VSA1
PEOE_VSA10
PEOE_VSA11
PEOE_VSA12
PEOE_VSA13
PEOE_VSA2
PEOE_VSA3
PEOE_VSA4
PEOE_VSA6
PEOE_VSA7
PEOE_VSA8
PEOE_VSA9
PPBR_AZ
PetitjeanIndex
Pgp_Broccatelli
Radius
RotRatio
SIC0
SIC1
SIC4
SM1_Dzi
SM1_Dzm
SMR_VSA3
SMR_VSA4
SMR_VSA6
SMR_VSA9
SR-ARE
SR-ATAD5
SR-HSE
SR-MMP
SR-p53
SRW07
SaaCH
SaasC
SdO
SdssC
Skin_Reaction
SlogP_VSA1
SlogP_VSA10
SlogP_VSA2
SlogP_VSA3
SlogP_VSA4
SlogP_VSA5
SlogP_VSA8
SpMAD_A
SsCH3
SssCH2
SssNH
SsssCH
SssssC
TSRW10
VDss_Lombardo
VE1_A
VR2_A
VSA_EState1
VSA_EState4
VSA_EState5
VSA_EState7
VSA_EState8
VSA_EState9
Xc-3d
Xc-4dv
Xc-6dv
Xch-6dv
Xpc-6dv
ZMIC4
fMF
hERG
n5ARing
n5HRing
n5aHRing
n6AHRing
n6ARing
n6HRing
n6Ring
nAHRing
nBase
nFARing
nFHRing
nHRing
nO
nRot
naHRing
piPC9
stereo_centers
