iter	Logloss
203	0.2741831511
204	0.2732686924
205	0.272481428
206	0.271827778
207	0.2709540795
208	0.270093315
209	0.2692985199
210	0.2687376486
211	0.2679160064
212	0.2670757821
213	0.2657452872
214	0.2649063808
215	0.2642152652
216	0.2632034904
217	0.262423851
218	0.2615960524
219	0.2606365221
220	0.2598919006
221	0.2589940472
222	0.258308335
223	0.2575110924
224	0.2566825219
225	0.2557923499
226	0.2553727743
227	0.2547673022
228	0.2541175116
229	0.2535668257
230	0.2527908574
231	0.251951292
232	0.2511543507
233	0.2503077628
234	0.2493637271
235	0.2486065293
236	0.2480255133
237	0.2472495074
238	0.2465462109
239	0.2461339024
240	0.2453402746
241	0.244597837
242	0.2437687958
243	0.2429384556
244	0.2423281638
245	0.2415819043
246	0.2410841972
247	0.2402272923
248	0.2394377499
249	0.2388495985
250	0.2378155892
251	0.2371625604
252	0.23642434
253	0.2355431672
254	0.2348460647
255	0.2339680172
256	0.2331339493
257	0.2324479546
258	0.2313751808
259	0.23062124
260	0.2298767503
261	0.2293073881
262	0.2286883795
263	0.2281170216
264	0.227469528
265	0.2268653361
266	0.2261343641
267	0.2256791868
268	0.2251323604
269	0.2244373289
270	0.2236961151
271	0.2229943623
272	0.2224392333
273	0.2219251656
274	0.221388468
275	0.2209758396
276	0.220515259
277	0.220101275
278	0.2194037207
279	0.218976972
280	0.2182387705
281	0.2178632686
282	0.2174395699
283	0.2172028408
284	0.216760014
285	0.2163493812
286	0.2158828514
287	0.2154284084
288	0.2147765846
289	0.2142927905
290	0.213698671
291	0.2132673851
292	0.2126833003
293	0.2122178812
294	0.2117765606
295	0.2112013244
296	0.2107801862
297	0.2103401835
298	0.2096583496
299	0.2090687673
300	0.2084542583
301	0.2080104525
302	0.207474508
303	0.206953305
304	0.2064937035
305	0.2058901893
306	0.2054516363
307	0.2051004398
308	0.2045738523
309	0.20419916
310	0.2037061596
311	0.2030909728
312	0.2025108793
313	0.2020915673
314	0.2016034619
315	0.2012702074
316	0.2006557173
317	0.1999881918
318	0.1995816255
319	0.1991527495
320	0.1986247123
321	0.1980235327
322	0.1975921715
323	0.1972873268
324	0.196702263
325	0.1961388313
326	0.195467371
327	0.1950550249
328	0.1946593971
329	0.1942199403
330	0.1939405496
331	0.1934301531
332	0.1931175518
333	0.1928666649
334	0.1923332056
335	0.191723761
336	0.1913421216
337	0.1911336893
338	0.1907387392
339	0.1902893419
340	0.189800634
341	0.1893209254
342	0.1887468188
343	0.1883195242
344	0.1878871087
345	0.1874129163
346	0.1870905062
347	0.1864317729
348	0.1859749012
349	0.1854361892
350	0.1850305455
351	0.1847085683
352	0.1842277301
353	0.1838877169
354	0.183436964
355	0.1831518875
356	0.1828114601
357	0.1823648114
358	0.1818767625
359	0.181449016
360	0.1811880568
361	0.1807863667
362	0.1805402242
363	0.1801948641
364	0.1797829699
365	0.1791848402
366	0.1786352086
367	0.1782365685
368	0.1777461662
369	0.177385048
370	0.1771237123
371	0.1768443968
372	0.1765016349
373	0.1762210768
374	0.1757802269
375	0.175385804
376	0.1749317375
377	0.17429217
378	0.1737779705
379	0.1732709253
380	0.172932983
381	0.1727066087
382	0.1723261365
383	0.1720201622
384	0.1716344938
385	0.1712782706
386	0.1710143556
387	0.1707364145
388	0.170108689
389	0.169775171
390	0.16935456
391	0.1688151513
392	0.1683758263
393	0.1679862984
394	0.1675384072
395	0.1671236513
396	0.1667516135
397	0.1663552703
398	0.1659021828
399	0.1656229427
400	0.1653992983
401	0.1649318836
402	0.1644129398
403	0.1641001314
404	0.1638808172
405	0.1634988577
406	0.1631063551
407	0.1626388839
408	0.1623680218
409	0.1619645055
410	0.1617561297
411	0.1613847509
412	0.1608062388
413	0.1605114101
414	0.1601241978
415	0.1598153242
416	0.1594423451
417	0.1590600844
418	0.1585660108
419	0.1579385678
420	0.1574681973
421	0.1570906527
422	0.1567016613
423	0.1561549855
424	0.155914604
425	0.1554653761
426	0.1551277915
427	0.154781283
428	0.1541479095
429	0.1537158046
430	0.1533679123
431	0.152960913
432	0.1526075892
433	0.1522544724
434	0.1519408732
435	0.1517455256
436	0.1514275116
437	0.1509942959
438	0.1507635067
439	0.1503140811
440	0.1500738315
441	0.1497924074
442	0.1494926554
443	0.1492094522
444	0.1487395242
445	0.1483809853
446	0.1481885653
447	0.1478997423
448	0.1474045391
449	0.1469190601
450	0.1465867752
451	0.1462780146
452	0.1460192957
453	0.1458019772
454	0.1454628488
455	0.1451645935
456	0.1448174449
457	0.1444957972
458	0.1443055047
459	0.1439127762
460	0.1436521276
461	0.1431324213
462	0.1428549697
463	0.1425794385
464	0.1422293999
465	0.1420485019
466	0.1418123565
467	0.1414982208
468	0.1411116675
469	0.1406916683
470	0.1403720634
471	0.1402198199
472	0.1399051382
473	0.1395891292
474	0.1392259683
475	0.1388816719
476	0.1386066961
477	0.138255302
478	0.1379482546
479	0.1374554519
480	0.137276173
481	0.137087942
482	0.1368366221
483	0.1365158593
484	0.1362927891
485	0.1360847428
486	0.1357577295
487	0.1353554182
488	0.1349896686
489	0.1346967696
490	0.1344451014
491	0.1342430326
492	0.1339699206
493	0.133779741
494	0.133606402
495	0.1333041743
496	0.1330279088
497	0.1327043502
498	0.1323753036
499	0.1321995077
500	0.1319070135
501	0.1315284334
502	0.1311268657
503	0.1309315746
504	0.1307434283
505	0.1305485419
506	0.1303121706
507	0.1299966605
508	0.1297936127
509	0.1295542761
510	0.1293774542
511	0.1290568232
512	0.1286811989
513	0.1282413844
514	0.1278516306
515	0.1276019675
516	0.127428572
517	0.127157531
518	0.1267972318
519	0.1265238468
520	0.1263217403
521	0.1260370593
522	0.1258675327
523	0.1257648416
524	0.1255454144
525	0.1253765091
526	0.125012887
527	0.124779029
528	0.1244684328
529	0.1241874229
530	0.1239315752
531	0.1237662941
532	0.1234055242
533	0.1231775308
534	0.122974869
535	0.1226212627
536	0.1223373535
537	0.1219922006
538	0.1217764446
539	0.1215885148
540	0.1213467308
541	0.1211414332
542	0.1208990466
543	0.1204966694
544	0.1201675851
545	0.1199494099
546	0.1196808164
547	0.1193347127
548	0.1191251884
549	0.1188853906
550	0.1186180491
551	0.118417637
552	0.1182073503
553	0.1180778874
554	0.1177665098
555	0.1174416898
556	0.1171418154
557	0.117041873
558	0.1166774319
559	0.1163933156
560	0.1160480308
561	0.1158757744
562	0.1155509073
563	0.115334276
564	0.1151776458
565	0.1149963995
566	0.1148089781
567	0.1145208517
568	0.1141984698
569	0.1138952913
570	0.1136883463
571	0.1134188115
572	0.1131952895
573	0.1129957058
574	0.1128826505
575	0.1126725238
576	0.1124247622
577	0.1122316267
578	0.1119877623
579	0.1117069501
580	0.1113985943
581	0.1112346216
582	0.1110921587
583	0.1109790092
584	0.1107607399
585	0.1104704484
586	0.1103437907
587	0.1099207698
588	0.1096732247
589	0.1094529597
590	0.1091996724
591	0.1090271524
592	0.1088169787
593	0.1087130261
594	0.1085096112
595	0.1080846229
596	0.1077977484
597	0.107567863
598	0.1073279333
599	0.1071129399
600	0.1069132527
601	0.1067385488
602	0.106532244
603	0.1062622102
604	0.1060473862
605	0.1058674107
606	0.1057204199
607	0.1053827036
608	0.1051397428
609	0.1049647847
610	0.1047613039
611	0.1045699853
612	0.1042693955
613	0.1040618951
614	0.1038502811
615	0.1035938874
616	0.1034774903
617	0.1032214637
618	0.1029668679
619	0.1028058888
620	0.1026310248
621	0.1024791391
622	0.1023119377
623	0.102123716
624	0.1018056455
625	0.101644591
626	0.1015342279
627	0.1013222186
628	0.1011783907
629	0.1010007121
630	0.1007930329
631	0.1004933751
632	0.100246263
633	0.1001334147
634	0.09987170242
635	0.09960488803
636	0.09940324285
637	0.09927626503
638	0.09911215121
639	0.09890087608
640	0.09871333222
641	0.09859406401
642	0.09833113737
643	0.098081719
644	0.0979048594
645	0.09764145267
646	0.09744618038
647	0.09727013033
648	0.09709411793
649	0.09687896447
650	0.09659486701
651	0.09645889936
652	0.09622768658
653	0.09600065337
654	0.09585692905
655	0.09569740899
656	0.09554420534
657	0.09532767752
658	0.09522524052
659	0.09501030357
660	0.09484673573
661	0.09468853355
662	0.09443966116
663	0.09425709701
664	0.09406946844
665	0.09384968357
666	0.09361702112
667	0.09336477872
668	0.09309653349
669	0.09282294143
670	0.09268889412
671	0.09250671592
672	0.09231423942
673	0.09214830881
674	0.09198929708
675	0.09183786315
676	0.09165223022
677	0.0913969567
678	0.09115830731
679	0.09095331095
680	0.09067888109
681	0.09054007999
682	0.09031941026
683	0.09023695799
684	0.09007773916
685	0.08989532562
686	0.08965351331
687	0.08944079793
688	0.08921907389
689	0.08909245378
690	0.08893487289
691	0.08875989597
692	0.08853590329
693	0.08829897656
694	0.08812940295
695	0.08786073411
696	0.08770513945
697	0.08753166868
698	0.08734061361
699	0.08713204955
700	0.08690718143
701	0.08675940933
702	0.08662939097
703	0.08651360573
704	0.08629453628
705	0.0861128664
706	0.08588725462
707	0.08571958252
708	0.08550105905
709	0.08536664462
710	0.08515686623
711	0.08501043084
712	0.08476680174
713	0.08459996744
714	0.08445396507
715	0.08426059429
716	0.08410511259
717	0.0839508923
718	0.08381236419
719	0.08360953292
720	0.08349226976
721	0.08331758466
722	0.08317851999
723	0.08295482854
724	0.08284744008
725	0.08265764641
726	0.08249849347
727	0.0822724675
728	0.08211723996
729	0.0820220419
730	0.08191474757
731	0.08177966478
732	0.08163317291
733	0.08149748767
734	0.08131889599
735	0.08118152574
736	0.08103152266
737	0.08089660931
738	0.08077283206
739	0.08065004322
740	0.08044995125
741	0.080251902
742	0.08008904959
743	0.07996147872
744	0.07981154153
745	0.07967819082
746	0.07948329507
747	0.07927477808
748	0.07910413134
749	0.07893692991
750	0.0788516489
751	0.07865437155
752	0.07849637647
753	0.07838449309
754	0.07825645155
755	0.07811174824
756	0.07794487628
757	0.07774941573
758	0.07757995978
759	0.07745467168
760	0.0773504273
761	0.07722691363
762	0.0770711307
763	0.07685754457
764	0.07665784797
765	0.07657243517
766	0.07643156783
767	0.07625978677
768	0.07609955129
769	0.0759076396
770	0.07578697819
771	0.07564503772
772	0.07543259062
773	0.07524401599
774	0.07511405411
775	0.07495373862
776	0.07481327605
777	0.07467567517
778	0.07449247562
779	0.07429935901
780	0.07415982837
781	0.07401709246
782	0.07385237148
783	0.07375869839
784	0.07360302842
785	0.07346067376
786	0.07331002115
787	0.07316452711
788	0.07300696974
789	0.07285321541
790	0.07269402011
791	0.07252052581
792	0.07238086809
793	0.07223851813
794	0.07213650945
795	0.07200939513
796	0.07184196308
797	0.07170761454
798	0.07160862757
799	0.0714455304
