Rference number,URL address,initial_SMILES,optimized_SMILES,initial_QED,optimized_QED,initial_MolSkill,optimized_MolSkill,initial_DBPP,optimized_DBPP,initial_HADES,optimied_HADES,optimized_HADES_scs,initial_HADES_scs
66,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00267,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,NC(N=C1)=NC(C(F)(F)F)=C1C2=NC(N3CCOCC3)=NC(N4[C@@H](CO)COC4=O)=C2,0.8197353914743168,0.6963239997411721,-7.3776345,6.786778,0.3412092176025835,0.2072272219500361,0.0958456599543319,0.8066305399564726,0.32127625420919526,0.21603330224050477
67,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01984?articleRef=test,O=C1N(C(CC1)(C)C2=NC3=CC(C4=C(ON=C4C)C)=CC=C3N2[C@H]5CC[C@@H](CC5)OC)C6=CC=C(C(F)=C6)F,O=C1N(C2=CC(F)=C(F)C=C2)[C@H](C3=NC4=CC(C5=C(C)ON=C5C)=CC=C4N3[C@H]6CC[C@H](OC([2H])([2H])[2H])CC6)C[C@@H]1F,0.2829247790487468,0.2871947280290908,-1.9286914,-2.086226,0.6055559903823278,0.4548655544201854,0.4090490287144567,0.4274255937510622,0.06375707271959016,0.10674263055608543
68,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00319,CN1CCN(C2=CC=C(NC3=NC(NC[C@H]4CCCO4)=C(Cl)C=N3)C=C2)CC1,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4OCC)=NC=C3C=C1C6=CC(NC(C7=CC(C(F)(F)F)=CC=C7)=O)=CC=C6,0.7685033496228151,0.1604101394952881,-7.673868,6.942118,0.0373726134055494,0.7544394164560275,0.0924277400875826,0.8734759204181183,0.11086640282402042,0.11287320590294972
69,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c02397?articleRef=test,O=C(NC)[C@H](CCC1=CC=CC=C1)NC(C2=CC(Cl)=C(Cl)N2)=O,O=C(N[C@@H](C)C1=NC=C(CN(C2CCN(C)CC2)C3)C3=N1)[C@]4(NC(C5=CC(Cl)=C(Cl)N5)=O)CO[C@H](C6=CC=CC=C6)C4,0.7463648961846141,0.369300337466574,-13.143531,-0.14763105,0.002036013224875,0.4512847181020097,0.023309557132842,0.2955782705343324,0.08813218754059729,0.28647138730529137
70,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01395?articleRef=test,O=S(C1=CC=C(C2=NC(C(NCC3=CN(C4=CC(Br)=CC=N4)N=N3)=O)=CS2)C=C1)(C)=O,C[C@@H](C1=CN(C2=CC(C(F)(F)F)=CC=N2)N=N1)NC(C3=CN=C(C4=CC=C(S(=O)(C)=O)C=C4)S3)=O,0.4161054363546742,0.4100570036481558,-1.4248048,-2.3200018,0.6865879597356089,0.5841879625461457,0.0490421657515354,0.0912963537700348,0.11312858744179866,0.09452468261679135
71,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01647,ClC1=CN=C(NC2=C(OC(C)C)C=C(C3CCNCC3)C(C)=C2)N=C1NC4=CC=CC5=C4C=CC=C5,CC(C=C1NC2=C(C=NC(C3=CC=CC=C3)=N2)Cl)=C(C=C1OC(C)C)C4CCNCC4,0.2459945111275387,0.4882469938859286,-0.48459876,-11.323251,0.0922470211944784,0.2781443247962188,0.102627963690007,0.0618309856376224,0.10247795306096416,0.096546065731075
72,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01450?articleref=tested,NC1=NC=C(C2=CN(C3CCNCC3)N=C2)C=C1C(NC4CCCC4)=O,O=C(N[C@H]1CCC[C@@H]1OCC2=CC=C(C3=CC4=C([C@H](CCC4)N5CCN(C[C@@H](CO)O)CC5)C=C3)C=C2)C6=C(N)N=CC(C7=CC=CN=C7F)=C6,0.7812212514915247,0.164136431177777,12.205723,-1.0448203,0.0048442324272632,0.9607380853063212,0.0310511318335096,0.2540795488538194,0.11804689295313156,0.06694956376639435
73,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c00475?articleRef=test,O=C(N1N=C(C2=CC=CC=N2)N=C1N)C3=CC=C(NC(C4=CC=CC=C4)=O)C=C3,O=C(N1N=C(C2=CC=CC=N2)N=C1N)C3=C4C(C=CC=C4)=C(N5CCN(C(C)C)CCC5)C=C3,0.558878522620357,0.5016302854153128,-1.6794928,-5.7497115,0.005429055961319,0.0147385296941507,0.1051096919703734,0.0380890827791819,0.16454780363979815,0.345982288401767
74,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00156,O=C(C1=CC=C2N=C(OCCN3CCCC3)C=CC2=C1)NC4=CC(NC(C5=CC=C6OCCOC6=C5)=O)=CC=C4C,O=C(C1=CC=C2N=C(CN3CCN(CC)CC3)C=CC2=C1)NC4=CC(NC(C5=CC=C6OCCOC6=C5)=O)=CC=C4F,0.3061416383271569,0.3305948968537118,3.3514333,-0.13573277,0.8046089293694001,0.3060154365938443,0.1583067160461876,0.7574507117711732,0.23965874086299657,0.12934755423385763
75,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01082,CC1=CC(=C(C=C1C)S(=O)(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CO4)OC,O=S(NC1=CC=C(N(C(C2=CC=CC=C2)=O)CCC3)C3=C1)(C4=C(OC)C=C(C)C(Cl)=C4)=O,0.6390432971087766,0.5657066846556217,0.38407338,5.2936788,0.007328030097545,0.079907473896347,0.1884817898843067,0.1513561209998545,0.3449462920370669,0.2468384431518041
76,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00011,COC1=C(OC)C(OC)=CC(C2=CC=CC3=C2N=C(C4=CC=CC5=C4C=CN5C)N3)=C1,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC=CC5=C4C=CN5C)N3)=C1        ,0.418237393762468,0.4467610075717713,-5.3838844,-2.9374585,0.0996697264083113,0.1392396960503172,0.0175769080099824,0.0181851433723303,0.13188162579504584,0.11279049753942194
77,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c02215,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)oc4c(c3=O)cccc4F)F,c1cc2c(=O)c3ccc(cc3oc2c(c1)Cl)N4CC[C@H](C4)C(=O)O,0.541947753228478,0.7208870560593685,-9.406015,-2.628745,0.0429525665839082,0.0063846701906273,0.0849220958151826,0.4838672349585208,0.4456559433615057,0.23046097857603082
78,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00474,FC1=CC(C2=CSC(NC(CC3=CC=CC(OC)=C3)=O)=C2)=CC=N1,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F,0.7091462730109958,0.8954151345223533,-9.438908,-6.372772,0.000996730202119,0.0070978058132657,0.0091213633318734,0.0387023324300303,0.15375122579329065,0.07273935491099073
79,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c00290?articleRef=test,C1=NC=C(N1)c2ccc(cc2)Oc3ccccc3,OC4CCN(Cc1ccc(cn1)Oc2ccc(cn2)C3=CC=NN3)CC4,0.749197840171328,0.7346924673378884,6.831577,-15.414824,0.1823784429448712,0.0067953820385611,0.0155583747178064,0.0493944271154423,0.15114422316023618,0.11912141658559428
80,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c00349?articleRef=test,C[C@@]12C(CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4[C@@H](C)CO)=CC(CC1)=O,C[C@H](C(NCC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC=C4C(C)(C)C5=C(SN=N5)C[C@]4(C)[C@@]3([H])CC[C@@]21C,0.7921426257043812,0.6267296361848879,15.508307,11.568546,0.9996883262354468,0.1046399210512297,0.9611022049077136,0.3742991050370383,0.1229507007157302,0.8925982442224335
81,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00986,CC1=NC2=C(C=C(C(OC3)=C2)N4[C@@H]3CN(CC4)C(C5(C#N)CC5)=O)C(N[C@@H](C6=C(C(C(F)F)=CC=C6)F)C)=N1,CC1=NC2=C(C(N[C@H](C)C3=C(F)C(C(F)F)=CC=C3)=N1)C=C(N4[C@@H]5CN(C(C6(C#N)CC6)=O)CC4)C(OCC5)=C2        ,0.495711159605628,0.4613178636477419,9.480944,10.269827,0.4656779928498178,0.5095191783542259,0.0770830077428219,0.1001494089022378,0.04982834075545349,0.052759689046669056
82,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c01596?articleRef=test,C/C(C1=NC=CC=C1)=N\N=C2N(C)C(C=CC=C3)=C3N\2,C/C(C1=NC=C(F)C=C1)=N\N=C2N(C)C(C=C(F)C(F)=C3)=C3N\2,0.5603337057081041,0.5728051092523371,-7.222268,1.1707276,0.0052138868490231,0.0676492015571851,0.0341485568908431,0.0827486831876386,0.2142982348024111,0.16925775648400135
83,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c02413?articleRef=test,CN(C)S(=O)(=O)c1cccc(c1)C(=O)N2CCCC[C@@H]2C(=O)Nc3ccc(Cl)c(Cl)c3,CS(=O)(=O)c1cncc(c1)C(=O)N2[C@@H]3C[C@@H]3C[C@@H]2C(=O)N[C@H](C4CC4)c5cc(F)c(cc5F)C(F)(F)F,0.6982280020608437,0.5615827269654388,0.043388963,5.548166,0.0018490126456495,0.0861259062365641,0.0305562650156153,0.079231324907568,0.1904447378061749,0.3976530469749086
84,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00775,Cc1nc(nc(NCc2ccccc2)c1Cl)c3ccccn3,C1CN(CC1c2ccccn2)c3nc(nc4ccccc34)c5ccccn5,0.7875127192058836,0.5553818760520943,-5.81126,-11.692493,0.0049369782802392,0.0320028128627273,0.0080546049849365,0.0084957347808881,0.11857318099732908,0.12755962620683875
85,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00081,CC1=CC=CC(C)=C1NC(=O)C(\NCCCC1=CC=CC=C1)=C\C1=CNC2=CC=CC=C12,O=C(NC1=C(C)C=CC=C1C)C2=CC3=C(C(CCC4=CC=CC=C4)=N2)NC5=CC=CC=C53,0.2409063710308894,0.3476633082717207,10.392431,7.19078,0.3952271144873376,0.4215251513388877,0.011032189217238,0.005465505094282,0.10489485696056149,0.1291694964060821
86,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01073?articleRef=test,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C=C4)=CC=C3)=CS2,0.4882967319342816,0.3663621652520566,0.7963165,-0.9379293,0.1157600096987698,0.3038518109671724,0.0058319432272914,0.0107847687381579,0.05537421916377215,0.10380482728052136
87,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c02008?articleRef=test,C1COCCN1C(=O)C2=CC=C(C=C2)C3=CN4C(=NC=C4C5=CC=C(C=C5)C#N)C=C3,O=C(N1CCC(N2CCCCC2)CC1)C(C=C3)=CC=C3C(C=C4)=NN5C4=NC=C5C6=CC7=C(C=CC=C7)O6,0.5135235556762653,0.3042530632283742,-7.317741,8.804275,0.0191518246121577,0.3514475941048386,0.0329848698745582,0.0479966203800012,0.10792663315334472,0.07625006634521424
88,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c00520?articleRef=test,CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC,COC(C=CC1=C2)=C2NC3=NC=C(C(F)(F)F)C(NCCCN(C)C1=O)=N3,0.8265192645674655,0.7902199105243867,-5.527096,-0.9312584,0.0241381487816774,0.0343981878349926,0.0897906121583298,0.1896041363629044,0.31561859159521954,0.35401515614738704
89,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c02099?articleRef=test,CSC1=NN2C(S1)=NC(C3=CC4=CC=CC=C4O3)=C2,FC(C=C1)=CC=C1OCC2COC3=CC=C4C(OC(C5=CN6C(SC(OC)=N6)=N5)=C4)=C3O2,0.52396950970165,0.385629761782946,-1.0131536,-13.576217,0.0373861834982384,0.0054755394481582,0.0174920343145919,0.0251160134144196,0.09389168368622126,0.1233795923239032
90,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00082,O=C(NC1CCCCC1)NC2=NC3=CC(C4=CC=C(OCCCN(C)C)N=C4)=CC=C3N=C2,CN(C(NC(C)C)=O)C1=NC2=CC(C3=CC=C(OCCCN4CCCCC4)N=C3)=CC=C2N=C1,0.4939172501170614,0.4964110518203896,-0.1575433,-2.1773138,0.0402114355282255,0.8431788089402007,0.0284086254934077,0.0573786757595129,0.20229166395992815,0.2733312250759131
91,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00110,C1=CC2=NN=CN2N=C1N1CCN(C(CC2=CC(Cl)=C(Cl)C=C2)=O)CC1,C1=CC(N2CCN(C(CC3=CC(C(F)(F)F)=C(F)C=C3)=O)CC2)=NN2C1=NN=C2,0.685801761612883,0.6218692481674281,-6.7134376,-5.4167886,0.0008864260399831,0.0014330693120597,0.0380840419505354,0.0857459103552799,0.2362635615543311,0.1485414602397205
92,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c00358?articleRef=test,O=C1C=C(CC2=CC=CC3=C2C=CC=C3)C(C4CC4)=C5N1C(C([OH])=O)CS5,O=C1C=C(C2=CC(C3=CC=C(C(C)(C)C)C=C3)=NO2)C(C4CC4)=C5N1C(C([OH])=O)CS5,0.7402211349755133,0.6140939488452664,5.36464,11.572611,0.0021633782098802,0.0482679690626257,0.1699598431505979,0.2130523723612889,0.315151169958982,0.1159575754631931
93,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01605?articleRef=test,C1CN(CC2=C1N3CCN=C3N(C2=O)CC4=CC=C(C=C4)C(F)(F)F)CC5=CC=CC=C5,O=C1N(CC2=CC=C(Br)C=C2)C3=NCCN3C4=C1CN(CC5=CC(C#N)=CC=C5)[C@H](C)C4,0.7245987115431821,0.6529403231425541,-8.383996,-3.9088612,0.0334351734152102,0.0069972671124103,0.0659024887378341,0.0056400089486382,0.0873864382526674,0.14186846537791054
94,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01452,C[C@@H](COCCC(=O)N1CCN(CC1)C2=NC=C(C=N2)C(F)(F)F)NC3=C(C(=O)NN=C3)C(F)(F)F,O=C1NN=CC(N[C@@H](C)CN(C2)CC2C(N3CCN(C4=NC=C(C(F)(F)F)C=N4)CC3)=O)=C1C(F)(F)F,0.3996794470280841,0.5392581770462781,4.0509915,7.7787986,0.8048477897373704,0.6077677273141453,0.2091477645890434,0.1870248106087879,0.14708173925144702,0.3280021758630562
95,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01089,Cc1ncsc1CCOc2ccc(cc2)c3ccn[nH]3,CC(=O)N1CCC(COc2ccc(nc2)c3ccn[nH]3)CC1,0.7806909568715213,0.9384612687503068,2.647369,-14.869634,0.0014921421536476,0.0011501561639347,0.0203164700260807,0.0175095944774143,0.10095827642753714,0.093757916190745
96,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c01894?articleRef=test,Cc1nc(C(N2[C@H](Cc(cc3)cc(OC)c3OC)CCC2)=O)c(-c2cc(C)ccc2)[s]1,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1)=O,0.5267316673075206,0.483288951013938,-0.3814602,-6.856229,0.0274518610091398,0.0033760090539961,0.026605023673266,0.0488089609514785,0.14550187957028596,0.10816993900871012
97,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00408,O=C1C2=C(C(C3=CC=CC=C31)=O)OC(C4=CC=CC=C4)=N2,O=C(C1=C2OC(C3=C(F)C=CC(O[C@@H]4CCN(C)C4)=C3Cl)=N1)C5=CC=CC=C5C2=O,0.5352224004812564,0.4929124846495921,-3.5736256,-10.002561,0.9972704144550896,0.0064030820868042,0.0364335363486312,0.2373256247203772,0.2438451517198116,0.2218233288577372
98,https://pubs.acs.org/doi/10.1021/acs.jmedchem.3c02384,FC1=C2C(C(C3=NC=CN3)=NN2)=CC=C1C4=C(C(NS(C5=C(OC)N=CC(Cl)=C5)(=O)=O)=CC=C4F)F,FC1=C([NH]S(C2=C(OC)N=CC(Cl)=C2)(=O)=O)C=CC(F)=C1C(N=C3)=CN4C3=C(N=C4)C(NC)=O,0.2845274285936237,0.4096386014759771,8.80494,5.4394507,0.4491731624314916,0.2800899795704315,0.184818170209132,0.806711039485399,0.4364171997506732,0.23963657566057325
99,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c00186,CN(C1)CC1C(c1ccccc1)(c(cc1)ccc1OC(F)(F)F)O,CC(C)c1ccc([C@@](C2(C)CN(C)C2)(c2cc(-c3n[o]c(C(C)(C)O)n3)cnc2)O)cc1,0.9283362175476264,0.6086065433917414,-11.810546,2.974083,0.0117111847687751,0.0163400729020072,0.4002927276806819,0.0729497522851375,0.1325704638447392,0.20700163211858508
100,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01698,O=C(NCC(O)=O)C1=NC=C(C2=CN(CC3=CC=C(Cl)C=C3)N=N2)C=C1O,OC(CNC(C1=NC=C(C2=CC(C3=CC(Cl)=CC(Cl)=C3)=NO2)C=C1O)=O)=O,0.5846173042049383,0.5918712952477265,-3.6108155,0.23212421,0.0095156127615297,0.0357521426460547,0.2600851578739381,0.848994104061755,0.7027203466772379,0.5148419632303723
